('16:46:55', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:56', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:56', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:57', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:57', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:58', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:58', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:59', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:46:59', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:00', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:00', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:01', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:01', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:02', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:02', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:03', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:03', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:04', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:04', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:05', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:06', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:06', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:07', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:07', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:08', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:08', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:09', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:09', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:10', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:10', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:11', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:11', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:12', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:12', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:13', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:13', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:14', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:14', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:15', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:15', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:16', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:16', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:17', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:17', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:18', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:18', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:19', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:20', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:20', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:21', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:47:21', 0.01, 0.0, 0.02, 36.3, 19.0)
('16:48:13', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:14', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:14', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:15', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:16', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:16', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:17', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:17', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:18', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:18', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:19', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:19', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:20', 0.01, 0.01, 0.02, 36.3, 17.0)
('16:48:45', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:46', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:46', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:47', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:47', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:48', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:48', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:49', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:49', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:50', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:50', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:51', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:51', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:52', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:52', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:53', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:48:53', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:35', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:36', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:36', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:37', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:37', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:38', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:38', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:39', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:39', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:40', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:40', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:41', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:41', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:42', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:42', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:43', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:49:43', 0.01, 0.0, 0.02, 36.3, 16.0)
('16:50:14', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:50:15', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:50:16', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:50:17', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:50:18', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:50:19', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:16', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:17', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:18', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:19', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:20', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:20', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:20', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:20', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:20', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:20', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:20', 0.01, 0.0, 0.02, 36.9, 19.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:46', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:47', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:48', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:49', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:51:49', 0.01, 0.0, 0.02, 36.9, 20.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:08', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:09', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:10', 0.01, 0.0, 0.02, 36.8, 18.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:10', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:11', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:12', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:13', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:52:14', 0.01, 0.0, 0.02, 36.3, 17.0)
('16:54:54', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:54', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:54', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:54', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:54', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:54', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:54', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:55', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:55', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:55', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:55', 0.01, 0.0, 0.02, 36.3, 15.0)
('16:54:55', 0.01, 0.0, 0.02, 36.3, 15.0)
